index,smiles,name,opsin_smiles,std_original,std_opsin
44,C[C@@H]1[C@H](C(=O)NCC[C@H](O)CNC(=O)c2cc(N(C)C)ccc2Br)[C@@H]1C,"2-bromo-5-(dimethylamino)-N-((2S)-4-((1S,2R,3S)-2,3-dimethylcyclopropanecarboxamido)-2-hydroxybutyl)benzamide",,C[C@@H]1C(C(=O)NCC[C@H](O)CNC(=O)c2cc(N(C)C)ccc2Br)[C@@H]1C,
175,CN(C(=O)C1CC1)[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1nc[nH]c1C(C)(C)C,"N-((1R,3S,5S)-8-((5-(tert-butyl)-1H-imidazol-4-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)-N-methylcyclopropanecarboxamide",,CN(C(=O)C1CC1)[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1[nH]cnc1C(C)(C)C,
254,CC(=O)N[C@@H](C)C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1sc(CC2CC2)nc1C,"(2S)-2-acetamido-N-((1R,3S,5S)-8-((2-(cyclopropylmethyl)-4-methylthiazol-5-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)propanamide",,CC(=O)NC(C)C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1sc(CC2CC2)nc1C,
292,CC(C)(C)OC(=O)N1CCS(=O)(=NC(=O)C2(c3ccc(Cl)c(Cl)c3)CCC2)CC1,"tert-butyl ((1-(3,4-dichlorophenyl)cyclobutylcarbonyl)imino)-1-oxothiomorpholine-4-carboxylate",ClC=1C=C(C=CC1Cl)C1(CCC1)C(=O)N=C1N(CCS(C1)=O)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCS(=O)(=NC(=O)C2(c3ccc(Cl)c(Cl)c3)CCC2)CC1,CC(C)(C)OC(=O)N1CC[S+]([O-])CC1=NC(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1
302,CC[C@H](C)CCCC(=O)N[C@@H]1CCC12CN(C(=O)[C@H]1C[C@](O)(C(F)(F)F)C1)C2,"(5S)-N-((1R)-6-(((1R,3s)-3-hydroxy-3-(trifluoromethyl)cyclobutyl)carbonyl)-6-azaspiro[3.3]heptan-1-yl)-5-methylheptanamide",,CC[C@H](C)CCCC(=O)N[C@@H]1CCC12CN(C(=O)C1CC(O)(C(F)(F)F)C1)C2,
308,O=C(NC[C@H]1C[C@H]1NC(=O)[C@@H]1C[C@@H]2CC[C@@H]2C1)c1ccc(SC(F)(F)F)nc1,"N-(((1R,2R)-2-((1R,3R,5S)-bicyclo[3.2.0]heptane-3-carboxamido)cyclopropyl)methyl)-6-((trifluoromethyl)sulfanyl)pyridine-3-carboxamide",,O=C(NC[C@H]1C[C@H]1NC(=O)C1C[C@H]2CC[C@H]2C1)c1ccc(SC(F)(F)F)nc1,
399,C=CCCC[C@@H](NC(=O)[C@@H]1[C@H]2CCCCC[C@H]21)C(=O)NC(C)(C)C#CCC,"(1R,7S,8R)-N-((2R)-1-((2-methylhex-3-yn-2-yl)amino)-1-oxohept-6-en-2-yl)bicyclo[5.1.0]octane-8-carboxamide",,C=CCCCC(NC(=O)C1[C@H]2CCCCC[C@@H]12)C(=O)NC(C)(C)C#CCC,
403,CCc1ccsc1C(=O)NC[C@@]1(C)CN(C(=O)[C@H]2C[C@@](C)(O)C2)C(C)(C)C1,"3-ethyl-N-(((3S)-1-(((1S,3r)-3-hydroxy-3-methylcyclobutyl)carbonyl)-3,5,5-trimethylpyrrolidin-3-yl)methyl)thiophene-2-carboxamide",,CCc1ccsc1C(=O)NC[C@@]1(C)CN(C(=O)C2CC(C)(O)C2)C(C)(C)C1,
426,O=C(N[C@@H]1[C@H]2CCCC[C@H]21)[C@@H]1C[C@@H]2CN(C(=O)CC[C@H]3CCCO3)C[C@@H]2C1,"(1R,5S,7R)-N-((1R,6S,7R)-bicyclo[4.1.0]heptan-7-yl)-3-(1-oxo-3-((2R)-oxolan-2-yl)propyl)-3-azabicyclo[3.3.0]octane-7-carboxamide",,O=C(N[C@H]1[C@@H]2CCCC[C@@H]21)C1C[C@@H]2CN(C(=O)CC[C@H]3CCCO3)C[C@@H]2C1,
428,CNC(=O)CCCN(C)C(=O)c1ccc(CNC(=O)[C@@H]2[C@H]3CN(C)C[C@H]32)nc1,"N-methyl-4-(N-methyl-6-(((1R,5S,6R)-3-methyl-3-azabicyclo[3.1.0]hexane-6-carboxamido)methyl)pyridine-3-carboxamido)butanamide",,CNC(=O)CCCN(C)C(=O)c1ccc(CNC(=O)C2[C@H]3CN(C)C[C@@H]23)nc1,
467,C[C@@H](CC1CCN(c2nc3ccccc3o2)CC1)NC(=O)[C@H]1[C@@H](C)[C@H]1C,"(1S,2R,3S)-N-((2S)-1-(1-(benzoxazol-2-yl)piperidin-4-yl)propan-2-yl)-2,3-dimethylcyclopropanecarboxamide",,C[C@@H]1C(C(=O)N[C@@H](C)CC2CCN(c3nc4ccccc4o3)CC2)[C@@H]1C,
488,CN=c1[nH]ccc(C(=O)N[C@H]2C[C@](F)(CNC(=O)c3ccco3)C2)c1[N+](=O)[O-],"N-((1S,3r)-3-fluoro-3-((furan-2-carboxamido)methyl)cyclobutyl)-6-(methylimino)-5-nitro-1-azacyclohexa-2,4-diene-4-carboxamide",,CNc1nccc(C(=O)N[C@H]2C[C@](F)(CNC(=O)c3ccco3)C2)c1[N+](=O)[O-],
587,Nc1nc(N2C[C@H]3[C@@H](C2)[C@@H]3C(=O)NCCc2c(Cl)cccc2Cl)ccc1[N+](=O)[O-],"(1R,5S,6R)-3-(6-amino-5-nitropyridin-2-yl)-N-(2-(2,6-dichlorophenyl)ethyl)-3-azabicyclo[3.1.0]hexane-6-carboxamide",,Nc1nc(N2C[C@@H]3C(C(=O)NCCc4c(Cl)cccc4Cl)[C@@H]3C2)ccc1[N+](=O)[O-],
661,CCCNC(=O)[C@@H](c1cccc2nn(C)cc12)N1[C@H]2CC[C@@H]1C[C@H](CO)C2,"(2R)-2-((1R,3R,5S)-3-(hydroxymethyl)-8-azabicyclo[3.2.1]octan-8-yl)-2-(8-methyl-7,8-diazabicyclo[4.3.0]nona-1(9),2,4,6-tetraen-2-yl)-N-propylacetamide",,CCCNC(=O)C(c1cccc2nn(C)cc12)N1[C@@H]2CC[C@H]1C[C@@H](CO)C2,
722,CC(=O)NC[C@H](CC(=O)N1C[C@H]2[C@H](N(C)C(=O)[C@@H]3C[C@H]3[N+](=O)[O-])[C@H]2C1)CC(C)C,"N-((2S)-4-methyl-2-(2-((1R,5S,6S)-6-(N-methyl(1R,2R)-2-nitrocyclopropanecarboxamido)-3-azabicyclo[3.1.0]hexan-3-yl)-2-oxoethyl)pentyl)acetamide",,CC(=O)NC[C@H](CC(=O)N1C[C@@H]2[C@H](C1)[C@H]2N(C)C(=O)C1CC1[N+](=O)[O-])CC(C)C,
807,Cn1nc(O)cc1C(=O)N[C@H]1C[C@@H]2C[C@H](C1)CN(C(=O)[C@H]1CC1(Cl)Cl)C2,"N-((1R,5S,7S)-3-(((1R)-2,2-dichlorocyclopropyl)carbonyl)-3-azabicyclo[3.3.1]nonan-7-yl)-3-hydroxy-1-methyl-1H-pyrazole-5-carboxamide",,Cn1[nH]c(=O)cc1C(=O)N[C@@H]1C[C@H]2C[C@@H](C1)CN(C(=O)C1CC1(Cl)Cl)C2,
813,O=C(N[C@H]1CC[C@]2(CC1)CN(C(=O)C1CC1)CCO2)c1n[nH]cc1C(F)(F)F,N-(10-((cyclopropyl)carbonyl)-7-oxa-10-azaspiro[5.5]undecan-3-yl)-4-(trifluoromethyl)-1H-pyrazole-3-carboxamide,C1(CC1)C(=O)N1CCOC2(CCC(CC2)NC(=O)C2=NNC=C2C(F)(F)F)C1,O=C(N[C@H]1CC[C@]2(CC1)CN(C(=O)C1CC1)CCO2)c1[nH]ncc1C(F)(F)F,O=C(NC1CCC2(CC1)CN(C(=O)C1CC1)CCO2)c1[nH]ncc1C(F)(F)F
862,CN(C(=O)C1CS(=O)(=O)C1)[C@H]1[C@@H]2CN(C(=O)c3c(Cl)ccc(Cl)c3O)C[C@@H]21,"N-((1R,5S,6S)-3-((3,6-dichloro-2-hydroxyphenyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-N-methyl-1,1-dioxo-1lambda^6-thiacyclobutane-3-carboxamide",,CN(C(=O)C1CS(=O)(=O)C1)[C@H]1[C@@H]2CN(C(=O)c3c(Cl)ccc(Cl)c3O)C[C@@H]21,
1015,CCn1ccc(CC(=O)N2CC3(CCN(C(=O)[C@]4(CC)CC[C@H](O)CC4)C3)C2)n1,"2-(1-ethyl-1H-pyrazol-3-yl)-1-(6-(((1S,4r)-1-ethyl-4-hydroxycyclohexyl)carbonyl)-2,6-diazaspiro[3.4]octan-2-yl)ethan-1-one",,CCn1ccc(CC(=O)N2CC3(CCN(C(=O)[C@]4(CC)CC[C@H](O)CC4)C3)C2)n1,
1029,Cn1nc(Br)cc1C(=O)N[C@H]1C[C@@H]2C[C@@H](NC(=O)C3COC3)C[C@@H]2C1,"3-bromo-1-methyl-N-((1R,3S,5S,7R)-7-(1-oxacyclobutane-3-carboxamido)bicyclo[3.3.0]octan-3-yl)-1H-pyrazole-5-carboxamide",,Cn1nc(Br)cc1C(=O)N[C@H]1C[C@@H]2C[C@@H](NC(=O)C3COC3)C[C@@H]2C1,
1093,CO[C@]1(CNC(=O)OC(C)(C)C)C[C@H](C(=O)NC[C@H]2OCCO[C@H]2C)C1,"tert-butyl ((((1R,3s)-1-methoxy-3-((((2R,3S)-3-methyl-1,4-dioxan-2-yl)methyl)carbamoyl)cyclobutyl)methyl)amino)formate",,COC1(CNC(=O)OC(C)(C)C)CC(C(=O)NC[C@H]2OCCO[C@H]2C)C1,
1206,C[C@H](C(=O)N[C@H]1CCN(C(=O)[C@@H]2C[C@H]3[C@@H](C2)C3(F)F)C1)c1ccccc1Cl,"(2S)-2-(2-chlorophenyl)-N-((3S)-1-(((1R,3R,5S)-6,6-difluorobicyclo[3.1.0]hexan-3-yl)carbonyl)pyrrolidin-3-yl)propanamide",,CC(C(=O)N[C@H]1CCN(C(=O)C2C[C@@H]3[C@H](C2)C3(F)F)C1)c1ccccc1Cl,
1270,C[C@H]1C[C@]1(F)C(=O)NC[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1,"(1R,2S)-1-fluoro-N-(((1R,3R,5S)-8-(((1R,2R)-2-(4-fluorophenyl)cyclopropyl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)-2-methylcyclopropanecarboxamide",,C[C@H]1C[C@]1(F)C(=O)NC[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C1C[C@H]1c1ccc(F)cc1,
